fk_index_item_description,code,parent,concept_name,source,standard_semantic_hierarchy
"Marker boards (i.e., whiteboards) manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
Marking devices manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
Mechanical pencil refills manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
Mechanical pencils manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
Metal hand stamps manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
Modeling clay manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Nibs (i.e., pen points) manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Paints, artist's, manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Palettes, artist's, manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Paper cutters, office-type, manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Paper, carbon, manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Paper, stencil, manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
Pen refills and cartridges manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
Pencil leads manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
Pencil sharpeners manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
Pencils manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
Pens manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Ribbons (e.g., cash register, printer, typewriter), inked, manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Ribbons, inked, manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
Rubber stamps manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Seal presses (e.g., notary), hand operated, manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
Stamp pads manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Stamping devices, hand operated, manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
Staple removers manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
Staplers manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
Stencil paper manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Stencils for painting and marking (e.g., cardboard, metal) manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
Tape dispensers manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
Typewriter ribbons manufacturing,339940,None,NAICS Index Item Description Code,2022 NAICS,No
"Water colors, artist's, manufacturing",339940,None,NAICS Index Item Description Code,2022 NAICS,No
Billboards manufacturing,339950,None,NAICS Index Item Description Code,2022 NAICS,No
"Displays (e.g., counter, floor, point-of-purchase) manufacturing",339950,None,NAICS Index Item Description Code,2022 NAICS,No
Electrical signs manufacturing,339950,None,NAICS Index Item Description Code,2022 NAICS,No
Letters for signs manufacturing,339950,None,NAICS Index Item Description Code,2022 NAICS,No
Neon signs manufacturing,339950,None,NAICS Index Item Description Code,2022 NAICS,No
Scoreboards manufacturing,339950,None,NAICS Index Item Description Code,2022 NAICS,No
"Signs and signboards (except paper, paperboard) manufacturing",339950,None,NAICS Index Item Description Code,2022 NAICS,No
"Traffic (e.g., highway, road, street, bridge) signs manufacturing",339950,None,NAICS Index Item Description Code,2022 NAICS,No
Coaxial mechanical face seals manufacturing,339991,None,NAICS Index Item Description Code,2022 NAICS,No
Compression packings manufacturing,339991,None,NAICS Index Item Description Code,2022 NAICS,No
"Gasket, packing, and sealing devices manufacturing",339991,None,NAICS Index Item Description Code,2022 NAICS,No
Gaskets manufacturing,339991,None,NAICS Index Item Description Code,2022 NAICS,No
Grease seals manufacturing,339991,None,NAICS Index Item Description Code,2022 NAICS,No
Molded packings and seals manufacturing,339991,None,NAICS Index Item Description Code,2022 NAICS,No
Oil seals manufacturing,339991,None,NAICS Index Item Description Code,2022 NAICS,No
"Seals, grease or oil, manufacturing",339991,None,NAICS Index Item Description Code,2022 NAICS,No
Accordions and parts manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Autophones (organs with perforated music rolls) manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Banjos and parts manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Bassoons manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Bells (musical instruments) manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Calliopes (steam organs) manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Cellos and parts manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Chimes and parts (musical instruments) manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Clarinets and parts manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Cornets and parts manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Cymbals and parts manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
"Drums (musical instruments), parts, and accessories manufacturing",339992,None,NAICS Index Item Description Code,2022 NAICS,No
Electric musical instruments manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Flutes and parts manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Fretted instruments and parts manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
"Guitars and parts, electric and nonelectric, manufacturing",339992,None,NAICS Index Item Description Code,2022 NAICS,No
"Hammers, piano, manufacturing",339992,None,NAICS Index Item Description Code,2022 NAICS,No
Harmonicas manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Harps and parts manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Harpsichords manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
"Instruments, musical, manufacturing",339992,None,NAICS Index Item Description Code,2022 NAICS,No
"Keyboards, piano or organ, manufacturing",339992,None,NAICS Index Item Description Code,2022 NAICS,No
"Knobs, organ, manufacturing",339992,None,NAICS Index Item Description Code,2022 NAICS,No
Mandolins manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Mouthpieces for musical instruments manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
"Music rolls, perforated, manufacturing",339992,None,NAICS Index Item Description Code,2022 NAICS,No
"Musical instrument accessories (e.g., mouthpieces, reeds, stands, traps) manufacturing",339992,None,NAICS Index Item Description Code,2022 NAICS,No
Musical instruments (except toy) manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Oboes manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Ocarinas manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Octophones manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Percussion musical instruments manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Piano parts and materials (except piano hardware) manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Piccolos and parts manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
"Pipes, organ, manufacturing",339992,None,NAICS Index Item Description Code,2022 NAICS,No
"Reeds, musical instrument, manufacturing",339992,None,NAICS Index Item Description Code,2022 NAICS,No
Saxophones and parts manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
"Strings, musical instrument, manufacturing",339992,None,NAICS Index Item Description Code,2022 NAICS,No
"Synthesizers, music, manufacturing",339992,None,NAICS Index Item Description Code,2022 NAICS,No
Trombones and parts manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Trumpets and parts manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Tuning forks manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Ukuleles and parts manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Vibraphones manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Violas and parts manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Violins and parts manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Xylophones and parts manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Zithers and parts manufacturing,339992,None,NAICS Index Item Description Code,2022 NAICS,No
Buckles and buckle parts (including shoe) manufacturing,339993,None,NAICS Index Item Description Code,2022 NAICS,No
"Buttons (except precious metal, precious stones, semiprecious stones) manufacturing",339993,None,NAICS Index Item Description Code,2022 NAICS,No
Cuff links (except precious) manufacturing,339993,None,NAICS Index Item Description Code,2022 NAICS,No
"Eyelets, metal, manufacturing",339993,None,NAICS Index Item Description Code,2022 NAICS,No
"Fasteners (e.g., glove, hook and eye, slide, snap) manufacturing",339993,None,NAICS Index Item Description Code,2022 NAICS,No
Hairpins (except rubber) manufacturing,339993,None,NAICS Index Item Description Code,2022 NAICS,No
"Hook and eye fasteners (i.e., sewing accessories) manufacturing",339993,None,NAICS Index Item Description Code,2022 NAICS,No
"Needles (except hypodermic, phonograph, styli) manufacturing",339993,None,NAICS Index Item Description Code,2022 NAICS,No
Pins (except precious) manufacturing,339993,None,NAICS Index Item Description Code,2022 NAICS,No
Safety pins manufacturing,339993,None,NAICS Index Item Description Code,2022 NAICS,No
"Slide fasteners (i.e., zippers) manufacturing",339993,None,NAICS Index Item Description Code,2022 NAICS,No
"Zippers (i.e., slide fasteners) manufacturing",339993,None,NAICS Index Item Description Code,2022 NAICS,No
"Brooms, hand and machine, manufacturing",339994,None,NAICS Index Item Description Code,2022 NAICS,No
"Brushes, household-type and industrial, manufacturing",339994,None,NAICS Index Item Description Code,2022 NAICS,No
"Brushes, paint (except artists'), manufacturing",339994,None,NAICS Index Item Description Code,2022 NAICS,No
Hairbrushes manufacturing,339994,None,NAICS Index Item Description Code,2022 NAICS,No
"Mops, floor and dust, manufacturing",339994,None,NAICS Index Item Description Code,2022 NAICS,No
Paint rollers manufacturing,339994,None,NAICS Index Item Description Code,2022 NAICS,No
Paintbrushes manufacturing,339994,None,NAICS Index Item Description Code,2022 NAICS,No
Shaving brushes manufacturing,339994,None,NAICS Index Item Description Code,2022 NAICS,No
Toothbrushes (except electric) manufacturing,339994,None,NAICS Index Item Description Code,2022 NAICS,No
Burial caskets and cases manufacturing,339995,None,NAICS Index Item Description Code,2022 NAICS,No
"Burial vaults (except concrete, stone) manufacturing",339995,None,NAICS Index Item Description Code,2022 NAICS,No
"Caskets, burial, manufacturing",339995,None,NAICS Index Item Description Code,2022 NAICS,No
Vaults (except concrete) manufacturing,339995,None,NAICS Index Item Description Code,2022 NAICS,No
"Amusement machines, coin- or card-operated, manufacturing",339999,None,NAICS Index Item Description Code,2022 NAICS,No
Artificial flower arrangements assembled from purchased components,339999,None,NAICS Index Item Description Code,2022 NAICS,No
"Atomizers (e.g., perfumes) manufacturing",339999,None,NAICS Index Item Description Code,2022 NAICS,No
Beach umbrellas manufacturing,339999,None,NAICS Index Item Description Code,2022 NAICS,No
Bone novelties manufacturing,339999,None,NAICS Index Item Description Code,2022 NAICS,No
Candles manufacturing,339999,None,NAICS Index Item Description Code,2022 NAICS,No
Canes (except orthopedic) manufacturing,339999,None,NAICS Index Item Description Code,2022 NAICS,No
"Christmas tree ornaments (except electric, glass) manufacturing",339999,None,NAICS Index Item Description Code,2022 NAICS,No
"Christmas trees, artificial, manufacturing",339999,None,NAICS Index Item Description Code,2022 NAICS,No
Cigarette holders manufacturing,339999,None,NAICS Index Item Description Code,2022 NAICS,No
Cigarette lighter flints manufacturing,339999,None,NAICS Index Item Description Code,2022 NAICS,No
Cigarette lighters (except precious metal) manufacturing,339999,None,NAICS Index Item Description Code,2022 NAICS,No
Coin- or card-operated amusement machines (except jukebox) manufacturing,339999,None,NAICS Index Item Description Code,2022 NAICS,No
Coin-or card-operated gambling devices manufacturing,339999,None,NAICS Index Item Description Code,2022 NAICS,No
"Decalcomania work (except on china, glass)",339999,None,NAICS Index Item Description Code,2022 NAICS,No
Electronic cigarettes manufacturing,339999,None,NAICS Index Item Description Code,2022 NAICS,No
